match,home_team,away_team,market,player_name,line,over_price,agency
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Matthew Short,0.5,1.48,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Daniel Sams,0.5,1.3,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Wes Agar,0.5,1.3,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Nathan McAndrew,0.5,1.45,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Chris Green,0.5,1.48,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Tabraiz Shamsi,1.5,2.1,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Luke Wood,1.5,2.25,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Lloyd Pope,1.5,2.6,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Matthew Short,1.5,3.5,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Daniel Sams,1.5,2.6,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Wes Agar,1.5,2.6,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Nathan McAndrew,1.5,3.4,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Chris Green,1.5,3.5,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Tabraiz Shamsi,2.5,4.5,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Luke Wood,2.5,5.5,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Lloyd Pope,2.5,7.5,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Matthew Short,2.5,13,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Daniel Sams,2.5,7.5,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Wes Agar,2.5,7.5,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Chris Green,2.5,13,TAB
Adelaide v Sydney Thunder,Adelaide,Sydney Thunder,Player Wickets,Nathan McAndrew,2.5,13,TAB
