match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Wes Agar,Sydney Thunder,Adelaide Strikers,4.5,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Chris Green,Sydney Thunder,Adelaide Strikers,5.6,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Nathan McAndrew,Sydney Thunder,Adelaide Strikers,5,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Adam Milne,Melbourne Stars,Perth Scorchers,4.5,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Joel Paris,Melbourne Stars,Perth Scorchers,4.5,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Tom Curran,Melbourne Stars,Perth Scorchers,4,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Brody Couch,Melbourne Stars,Perth Scorchers,5,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Mark Steketee,Melbourne Stars,Perth Scorchers,5,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Peter Siddle,Melbourne Stars,Perth Scorchers,5,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Beau Webster,Melbourne Stars,Perth Scorchers,6,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Hamish McKenzie,Melbourne Stars,Perth Scorchers,6,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Perth Scorchers,7,Sportsbet
Perth Scorchers v Melbourne Stars,Top Team Wicket Taker,Perth Scorchers,Melbourne Stars,Hilton Cartwright,Melbourne Stars,Perth Scorchers,12,Sportsbet
Sydney Sixers v Melbourne Renegades,Top Team Wicket Taker,Sydney Sixers,Melbourne Renegades,Adam Zampa,Melbourne Renegades,Sydney Sixers,3.75,Sportsbet
Sydney Sixers v Melbourne Renegades,Top Team Wicket Taker,Sydney Sixers,Melbourne Renegades,Fergus O'Neill,Melbourne Renegades,Sydney Sixers,4,Sportsbet
Sydney Sixers v Melbourne Renegades,Top Team Wicket Taker,Sydney Sixers,Melbourne Renegades,Gurinder Sandhu,Melbourne Renegades,Sydney Sixers,4,Sportsbet
Sydney Sixers v Melbourne Renegades,Top Team Wicket Taker,Sydney Sixers,Melbourne Renegades,Kane Richardson,Melbourne Renegades,Sydney Sixers,4,Sportsbet
Sydney Sixers v Melbourne Renegades,Top Team Wicket Taker,Sydney Sixers,Melbourne Renegades,Tom Rogers,Melbourne Renegades,Sydney Sixers,4.5,Sportsbet
Sydney Sixers v Melbourne Renegades,Top Team Wicket Taker,Sydney Sixers,Melbourne Renegades,Hassan Khan,Melbourne Renegades,Sydney Sixers,6.25,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Cameron Boyce,Adelaide Strikers,Sydney Thunder,4.25,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Henry Thornton,Adelaide Strikers,Sydney Thunder,4.25,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Jamie Overton,Adelaide Strikers,Sydney Thunder,4.25,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Jordan Buckingham,Adelaide Strikers,Sydney Thunder,4.5,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Lloyd Pope,Adelaide Strikers,Sydney Thunder,4.5,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Brendan Doggett,Adelaide Strikers,Sydney Thunder,5,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Fabian Allen,Adelaide Strikers,Sydney Thunder,6,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,James Bazley,Adelaide Strikers,Sydney Thunder,6,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,Matt Short,Adelaide Strikers,Sydney Thunder,7.5,Sportsbet
Sydney Thunder v Adelaide Strikers,Top Team Wicket Taker,Sydney Thunder,Adelaide Strikers,D'Arcy Short,Adelaide Strikers,Sydney Thunder,12,Sportsbet
